GeneName,U1,U2,U3,UZV_1,UZV_2,UZV_3
TPI1P3,0,0,0,0,0.0355685,0
CSTF3-AS1,0.208811,0.141922,0.101368,0.132034,0.0672947,0.106345
MGC16142,0.306683,0.408476,0.457725,0.399412,0.461001,0.513949
ZNRD1,6.18267,7.17771,7.19369,10.974,9.06562,8.53263
CDHR3,0.037247,0.0341353,0.0269438,0.0415261,0,0.0135267
BRINP1,1.12911,0.938271,1.01929,2.34069,2.18778,2.67558
TDP2,27.3227,25.0724,25.1572,23.7969,25.5894,24.5724
KLHL8,3.63171,3.97052,4.67079,3.49644,3.6878,4.15177
UBE2Q2P1,1.43614,1.69368,1.55691,2.82917,2.78878,3.59892
UCHL1-AS1,0,0,0,0.208624,0,0
RNF207,0.0324661,0.0510382,0.0198465,0.0890134,0.0231249,0.0250058
SMIM4,8.28022,6.11628,6.57329,7.86231,8.60389,8.79335
LOC100129307,0,0.0303168,0.0551936,0,0,0.0680317
TREM1,0,0,0,0,0,0
PTGDR2,0.0766186,0.0572381,0,0.0411564,0.149991,0.117246
MMP3,0.0552767,0.11068,0.0680396,0.0256968,0.0305854,0.0327938
EIF4A1,483.293,436.133,445.449,456.439,440.993,383.318
GUCY1A2,1.25329,1.29102,1.40545,0.807062,0.845467,1.31081
AURKAPS1,0.313562,0.28997,0.431962,0.716511,0.735837,0.52684
YWHAEP1,0,0,0,0.0286735,0.0857434,0
MIR4500HG,0,0,0,0,0,0
L2HGDH,7.35799,6.40199,6.66215,7.23788,7.52753,7.46921
ANP32A-IT1,0.209213,0.272649,0.355272,0.364141,0.190492,0.435015
INA,0,0.0294069,0.014416,0.0308981,0.0157301,0.0326476
NFATC3,15.0965,14.314,15.6561,15.6276,16.5516,15.6902
TUBB8,0.0844904,0,0.0264992,0.0545399,0.0277615,0.0598466
PTPRT,0.052768,0.039012,0.0626371,0.0705748,0.06148,0.0623461
TADA2A,6.92083,6.39808,8.14443,6.53191,6.63086,6.95917
AMBRA1,6.84694,7.38408,6.99785,11.5506,11.2713,10.9428
FAM196B,7.93669,9.27399,8.39721,4.7373,4.28674,4.76027
RNASEH1,23.3965,24.5998,22.8624,20.7021,21.9839,20.4408
ZNF573,0.735582,0.923821,1.04062,0.559382,0.679309,0.564916
ANKRD34A,0.696205,0.51863,0.590702,0.893527,0.71665,1.07249
VPS13D,6.84709,7.61355,7.23426,5.87298,5.22867,6.51181
DGCR14,2.26374,2.63595,2.3269,3.60956,3.12682,3.30334
TGM6,0,0,0,0,0,0.0197984
IL3RA,0.0311608,0,0.135709,0.218964,0.030705,0
EPHB4,25.9112,25.6254,24.8705,29.2247,28.2505,31.5272
LHX1,0.82859,1.05511,1.03366,0.888038,0.962829,1.0621
FAM49B,24.9604,23.5884,24.3376,23.5932,28.0898,26.2595
F8,2.29695,1.94246,2.64412,2.65096,2.48729,2.81395
MSH6,42.4766,41.0815,44.4382,35.0597,36.9274,34.3744
CALB1,0.187783,0.120571,0.245757,2.02967,2.66732,2.37014
NUP205,41.0485,43.4046,42.4189,37.2634,37.2784,38.9311
ADAM21P1,0.0324049,0.0321574,0,0.0792255,0,0.0789486
GRAMD4,2.34135,3.05994,2.18157,2.54645,2.51595,2.86017
TRIM6,1.29466,1.44015,1.72173,1.70101,1.389,1.66078
FGF20,0.0592773,0,0,0.0581973,0,0
LINC01273,0.205484,0.355436,0.259547,0.343495,0.342898,0.0742721
LOC101927539,0,0,0,0,0,0
CHRNE,0.158818,0.161614,0.223109,0.402868,0.60704,0.412475
ZFAND1,10.2834,11.0416,12.9615,15.2775,14.8882,13.5861
ILVBL,16.9941,16.7778,14.0204,16.5143,16.3484,16.2096
URB2,7.92761,8.53643,8.28385,7.93877,7.14408,7.67336
GAD2,0,0,0,0,0,0
NUDT4,14.3827,13.7347,13.9727,15.9032,16.9498,18.7189
DNAJC6,4.83851,5.21411,5.54279,5.19781,5.48115,5.28748
ATP6V1G2,0.438666,0.355507,0.255706,0.655472,1.29231,0.637639
PGBD1,4.63669,5.31872,5.20409,5.62052,6.03717,6.93098
SOSTDC1,0.111115,0,0.0535832,0.105774,0.181548,0.0548917
AVPR2,0.433787,0.287323,0.0630272,0.154271,0.0792925,0
CADM1,51.4921,46.2136,51.9559,49.2588,51.5717,51.1463
ZCCHC3,5.18211,4.5514,4.37021,6.0377,6.52057,6.49028
E2F7,11.9305,12.0074,11.456,14.8141,15.4236,16.6681
NUCB1,55.5244,49.8631,48.1088,64.4734,67.6387,66.5363
MATN1-AS1,0.446511,0.741653,0.323357,1.48978,1.73544,2.04327
GAGE12C,2.30E-05,0,0,0,0,0
MIER2,10.766,10.8482,9.88058,15.6117,14.4441,15.9411
CELF3,0.00737075,0.0318583,0.0392502,0.0756834,0.0381353,0.0543492
ZNF541,0,0,0,0.0240135,0.00824453,0
HEATR5A,4.19817,4.76248,4.60313,3.63748,3.45584,3.8368
SLC26A10,0.967051,0.994042,1.13053,1.03278,1.15696,1.10119
PI4KAP2,6.3557,6.36168,6.45088,9.59883,10.0902,9.93076
ZNF333,2.63004,2.40542,2.86631,3.62763,3.39321,3.69608
DRD2,2.19742,2.35383,2.28777,3.99586,3.73894,4.0728
MAP2K2,43.5485,41.9457,38.9969,51.7585,50.7078,51.9986
CHMP3,32.867,34.3269,33.062,23.4284,24.3154,22.8869
TCEB3,21.8292,20.8833,21.1887,22.4764,23.339,24.1753
TOP2A,161.241,163.752,167.879,99.8186,108.222,117.369
PNO1,18.104,21.6793,21.7244,24.6047,26.0569,25.5946
GOLGA6A,0.0480848,0,0.00662881,0.0621795,0.0799908,0.0980493
CWC25,8.42001,7.37151,8.50389,10.3214,10.9673,10.7166
TUB-AS1,0,0,0,0.0215576,0,0
XRCC4,12.3317,13.0203,13.0918,10.9781,11.9525,12.5233
DCK,57.702,54.8023,57.2968,49.8523,55.0405,58.7844
UVSSA,3.58279,4.11421,3.61808,5.08756,4.95191,5.96321
ELP3,13.8941,11.1722,12.3727,13.5083,13.6305,12.73
SLC13A1,0,0,0,0,0,0.0337576
BABAM1,50.5304,48.6901,48.4815,55.2981,54.4319,51.7457
RRAS,8.46237,8.37877,7.98972,11.9554,10.7548,11.2633
C16orf59,5.88815,5.43149,5.43044,6.63453,7.24133,7.27851
LCA5,3.50354,3.616,4.01054,4.60219,4.90009,5.66178
OGT,62.2077,61.4981,62.8026,64.8718,68.4729,66.1476
NUDT7,1.93601,1.37017,1.67504,1.38088,1.40942,1.36321
MAGEC1,0,0,0.01352,0,0,0
PGM5,0.263032,0.437708,0.248501,1.22146,0.89074,0.976016
SVBP,8.01248,7.61961,9.03481,7.32487,8.03368,8.00873
BAZ2A,11.8737,13.1354,11.9964,18.922,16.693,18.8639
HIST1H2BN,0.259992,0.246537,0.611044,1.11393,0.652595,0.670123
STEAP2-AS1,0.0909704,0,0,0,0,0
BRCA1,14.6433,15.2255,15.1746,10.9505,10.6344,11.0307
PIAS1,12.4358,13.2912,12.6294,12.3704,13.2414,11.8588
MAPKAPK5-AS1,2.16336,2.82793,2.30948,4.13808,3.16345,4.10828
LBP,0,0,0,0,0,0
ANXA5,240.527,213.074,220.783,227.819,236.239,221.381
LOC100130950,0.433175,0.323592,0.346961,0.388081,0.553541,0.626112
RPS19BP1,29.3941,29.3952,26.4706,35.4307,34.3455,31.7515
OR5B2,0,0,0,0,0.051562,0
RND2,0.170784,0.330687,0.150979,0.129795,0.13355,0.227432
SYT7,0.0265439,0.0244603,0.0408996,0.0336327,0.0687353,0.064502
SF3B6,79.187,61.9187,71.9126,95.4414,103.6,90.4086
LOC100129055,0,0,0,0,0.0224071,0.0222945
BAD,24.0426,21.6163,19.7706,25.0091,26.8895,26.9924
CTTNBP2NL,8.2125,8.30262,8.51765,10.4726,10.6421,11.853
RAB38,0.0874145,0.12368,0.250963,0.159808,0.328054,0.165101
PRR7,9.23794,8.66519,7.35244,10.2151,11.768,11.3096
TIAF1,2.121,2.81822,2.11013,1.90202,1.2397,1.82082
C6orf165,0.0743402,0.100068,0.0246569,0.127923,0.105444,0.105877
REEP5,59.0645,51.7807,57.4762,46.2718,45.9529,47.2252
MECOM,4.35091,4.52735,4.83185,3.71279,3.85235,4.10678
CYP19A1,0.0586269,0,0.0144641,0.0129658,0.0130387,0.0128869
EZR-AS1,0,0.265216,0,0,0,0
MAGEA12,1.03639,0.659782,0.868637,0.910072,0.91488,0.485981
FGF22,0,0,0.0716665,0,0,0.179588
MB21D2,10.7881,10.3074,11.0132,14.4596,15.1346,15.2566
NXT2,8.94668,9.00566,10.0598,7.70867,9.10915,8.09505
LRRC2,1.71355,1.82907,1.39717,1.61474,1.60788,1.71029
VPS45,24.6286,23.7018,24.0408,22.3992,23.3959,22.6078
EVADR,0,0,0,0,0,0
TACC2,2.81721,2.56309,2.58424,2.12124,2.36136,2.23009
TSSK1B,0.0669278,0.0662816,0.078088,0.0355795,0,0.0198588
TAGLN,6.07415,5.65359,5.76185,1.96884,1.22117,1.81252
LOC101929679,0,0.0448599,0.0824708,0.136119,0.282625,0.3115
SPANXD,0.267344,0.135238,0.125306,0.129901,0.382175,0.488401
SLC41A1,9.62943,9.55028,10.752,10.6797,10.5931,11.4743
CDK1,122.796,119.088,126.73,124.771,139.748,136.008
DICER1-AS1,0.133689,0.126187,0.442944,0.637739,0.402253,0.275168
FIRRE,0.619025,0.788468,0.630149,0.817112,0.911588,0.910854
KCNV1,0,0,0,0,0.0195116,0
YAF2,3.82753,4.03807,3.55127,5.20717,6.5811,6.2724
RBL2,40.7699,39.2444,40.2971,33.9538,34.0331,37.5757
PILRB,15.7425,18.2554,16.9239,20.3041,20.2696,17.4989
SAT2,16.3974,17.3284,15.3622,19.4317,20.4104,16.643
RTN2,0.814588,0.558809,0.707672,0.685724,0.863145,1.23886
ABHD12B,0.0429144,0,0.0356144,0,0.034299,0
LOC101926897,0.0560283,0.0277918,0.0278576,0.0245282,0.122255,0.110397
SIX1,0.500598,0.623426,0.591012,1.17086,1.23316,1.24388
RNGTT,14.03,14.0777,15.501,10.8784,12.2206,12.2615
CAGE1,0.0184393,0.0782913,0.0735636,0.0164853,0.082634,0.0862961
FAM53C,12.9466,12.8495,11.6365,19.4626,19.3757,20.1404
NTS,0.318905,0.223549,0.108276,0.420804,0.317267,0.413635
SNX27,11.6132,11.2108,11.6743,8.48931,8.18792,8.65359
ALAD,6.87321,6.45963,6.43423,7.31364,8.3845,7.28325
DENND1A,6.52563,7.26682,5.59051,6.69115,5.76661,7.20503
PPP2R3B,4.10626,3.72961,3.20453,4.77906,4.99402,4.67536
TNFAIP8L2-SCNM1,0.0312513,0,0,0,0.0297763,0.0307178
UBE2E4P,0.772433,0.916052,0.956613,0.954285,0.81993,0.878176
CDC6,35.3936,33.6561,35.3643,41.2683,41.0308,40.0947
ZNF227,6.19287,5.67759,5.90101,8.2487,8.73571,8.36116
DPY19L2P2,3.75276,4.2173,4.0246,3.65468,3.3969,4.49146
UEVLD,7.69004,8.2633,8.88753,7.97188,9.23026,9.62891
RP9P,5.81303,3.70466,4.97892,5.11746,6.12059,6.64423
SURF2,10.9818,9.22166,9.38365,11.5213,12.6155,12.411
ABCA8,0.197256,0.272004,0.157473,0.425066,0.273246,0.420686
FOXS1,0.23884,0.389921,0.317735,0.0586287,0.0298077,0.173902
TTC14,19.8109,19.5656,20.9618,18.8095,21.2227,23.6356
C11orf42,0,0.0748897,0.06791,0.0361493,0,0
LRFN3,6.39647,6.58171,6.17457,6.25841,5.83246,6.37794
ATG4B,13.1841,13.2812,11.695,17.4264,18.1662,18.5917
HIST1H2BB,0,0,0,0,0,0
ABAT,0.367261,0.484523,0.540737,0.506661,0.56387,0.715069
AMIGO1,1.4938,1.02259,1.23888,1.16537,1.44314,1.28632
SUN1,49.445,49.269,47.3384,50.1501,48.8321,53.5525
ZNF709,0.708257,0.52936,0.812876,1.65139,1.8501,1.57357
LOC643201,0.0454231,0.0342881,0.0330868,0.158767,0.255592,0.14544
RHBDL3,0.257419,0.487149,0.355003,0.348337,0.299811,0.364825
GSX2,0.817743,0.647032,0.774129,1.65849,1.0171,0.719832
C1orf226,1.82044,1.77054,1.91675,1.20084,1.18903,1.04184
PARP3,3.25283,2.93736,3.52591,5.40115,5.99231,5.47011
RSPH9,0,0,0,0.0498259,0,0.0543049
PSMC6,42.3428,38.8627,47.0012,46.1874,50.0746,40.9087
DEPDC1-AS1,0.600354,0.75232,0.613701,0.744667,1.10595,1.05218
ZNF468,6.73516,6.87169,8.29441,6.81754,6.93275,6.33983
GATA3,3.69386,3.30738,3.17268,4.68106,4.60536,4.99058
IFT172,7.9387,7.53859,6.70869,6.82528,6.77996,6.80552
PLGLB1,0.493274,0.0101957,1.14265,0.0139037,0.00489381,0.334459
PNPLA6,27.7795,26.6131,25.3726,21.4961,21.0869,21.2843
EVI2B,2.50001,2.58563,2.73316,2.84305,3.40995,2.93001
LOC100130451,0.21946,0.428235,0.366915,0.321322,0.283707,0.490035
HERC2P9,16.8723,15.7633,16.1963,21.2491,22.6613,21.877
C22orf34,0.0313278,0.031366,0,0.0337862,0.106477,0
GGA2,10.6025,9.09341,9.55906,10.8506,11.095,11.9252
LOC101927243,0.243393,0.0829304,0.159669,0,0.0737274,0
HAS2-AS1,0.0231459,0.0233553,0.152382,0.138842,0.233475,0.173002
OR11L1,0,0.0796102,0,0,0,0
LINC00371,1.57285,1.76971,1.65087,2.87071,2.67219,2.80985
PRDM12,0.0331695,0.0322067,0.0447609,0.0544555,0.03803,0.0420672
NID1,23.0155,23.2303,22.8515,18.0131,17.9179,19.0831
CYB561,4.97265,5.06638,5.03236,4.49279,4.32358,4.79829
SNX11,9.61734,9.45608,7.84648,11.9183,12.7565,12.1388
OR7E91P,0.050847,0.0518835,0.0486123,0.0993513,0.250959,0.218134
SOX3,19.1633,17.0538,14.8821,37.5727,39.2025,42.6299
MAP1LC3C,0.0928647,0,0,0.0471359,0.147062,0
FHOD1,17.0031,18.0113,16.1099,16.0669,15.6117,16.368
TMCC3,0.840001,1.05278,0.952385,1.37233,1.44975,1.80804
OR5H14,0,0,0,0.0797884,0,0.0385098
PCDH1,1.33574,0.926975,1.11638,2.56336,2.3331,2.26139
TEKT5,0,0,0.0259782,0.0814414,0.0280527,0.0299714
DDX28,6.57352,6.32967,5.74075,8.95762,8.86124,8.26744
UVRAG,3.79383,3.89291,3.80543,5.00881,5.18506,5.38058
SLC7A10,0,0,0,0,0,0
GOSR2,25.7512,22.9889,23.3881,28.8999,27.3587,27.1654
CEP295,5.64051,6.67017,6.2135,6.63058,7.06443,7.43815
ZNF700,6.10851,6.60811,6.17223,9.26605,10.3462,8.83939
TTC6,0.357402,0.322065,0.398417,0.296272,0.296087,0.415532
SNRPD2P2,0,0.0682023,0,0,0.120307,0
SALRNA3,0,0,0,0,0,0.0414437
SAG,0,0,0,0,0.0242553,0.0257518
TTC25,0.506506,0.406341,0.465389,1.60659,1.32846,1.58964
PYCRL,3.65708,3.79249,3.65029,4.93401,4.97985,4.90124
SLC17A7,0.26762,0.155435,0.0877189,0.479474,0.27262,0.242408
CRB1,0,0.0127041,0.0717035,0.114149,0.0165682,0.0507474
TMEFF1,3.11081,2.39868,1.70375,1.93466,1.89802,2.18234
PAX7,5.91104,5.52149,5.86451,3.91987,3.78902,4.04115
ITM2B,218.667,192.604,215.007,311.857,338.588,338.363
MORN1,0.919221,1.00406,0.631869,0.888384,0.984689,1.4402
RPL3,424.486,391.462,394.91,396.374,393.701,349.839
ITGAD,0,0,0,0,0,0
MCMBP,31.6036,30.3362,30.788,33.3947,36.2998,33.9475
B2M,1145.67,1017.25,1112.43,4824.68,4945,4532.62
FAM78A,0.142831,0.154693,0.0859391,0.12895,0.143942,0.0854855
LOC729739,0,0,0.281966,0.178776,0,0
FER1L5,0.0558004,0.0335691,0.0582784,0.0710959,0.0499402,0.0662583
VCX3B,0,0,0,0,0,0
SLC22A18AS,0.063693,0.113127,0.100073,0.194086,0.21919,0.0659164
KDM7A,1.21458,1.25117,1.19713,2.1693,2.27952,2.48332
LMBRD1,16.1683,19.7756,18.6674,17.8829,19.3232,20.4919
SERPING1,0.0977476,0.237504,0.10521,1.18955,1.22122,1.44202
ZNF583,2.46143,1.82041,2.02628,3.07068,3.20907,3.56168
LOC101929089,0,0,0.0892382,0,0.112353,0.184687
RBKS,1.0507,0.920366,0.799174,1.5597,1.80819,1.89193
C2CD4A,0,0,0,0.0195643,0,0.0426977
ZSCAN10,0,0.0359234,0.048527,0,0.138603,0.101436
VSIG2,0,0,0.0268396,0,0,0.0329079
RNF182,9.29465,9.41023,9.22867,9.13639,9.66775,9.62692
NAA35,11.3013,9.71121,11.2231,11.9128,12.0971,11.5019
MITF,5.21731,5.34742,5.64778,6.79466,6.77876,7.09433
LOC100631378,0,0,0,0,0,0
UBAC2,18.2587,18.6857,17.216,19.248,20.2185,19.1455
MAP10,0.099227,0.217237,0.105071,0.154805,0.144953,0.165816
LOC441242,1.37619,1.27214,1.67126,1.44959,0.996731,1.52473
LINC00622,5.24477,3.6456,6.45101,3.66977,4.26855,5.3779
RBFOX3,0.0424686,0.0444607,0.00978936,0.0589528,0.108089,0.0271095
RECQL5,5.48594,5.06307,4.90549,7.58214,6.64137,7.39927
GLI1,0.0788322,0.0707657,0.108506,0.279819,0.284325,0.295058
LOC101927692,0,0,0,0,0,0.015708
TMEM8A,16.8253,14.5199,15.2059,17.6197,18.8519,17.7195
DDIT3,10.276,11.2309,10.1883,26.2892,26.0245,23.0899
CLEC11A,1.03704,0.770643,0.90248,1.91406,1.32298,1.4353
HS3ST3A1,59.9165,60.1806,57.3535,50.8988,51.1735,58.306
OR51E2,0,0,0,0,0,0.0253951
RNF167,46.8298,45.6816,43.9144,48.9071,44.7157,44.559
LOC727896,0.0711787,0.0234645,0,0.0519866,0.041466,0.100449
HIST1H2BF,0,0.155656,0.155624,0.448496,0.471381,0
LINC00293,0,0,0,0,0,0.0202956
ACKR2,0.140236,0,0.0451347,0.226873,0.138845,0.196996
ARFIP1,12.2397,11.1603,12.3862,13.1295,12.0974,14.9709
LOC339807,0,0,0,0,0,0
WNT7A,0.023161,0,0,0.0241597,0,0
OR7E14P,3.06275,3.29153,3.25741,2.6993,2.91508,2.44261
S100PBP,7.92258,8.11997,8.79591,8.028,8.52511,8.87111
GANAB,184.645,177.047,179.759,169.549,153.555,152.857
LOC101928233,0,0,0,0,0,0
TGM2,0.124194,0.111213,0.174082,0.18336,0.171994,0.0473538
FAR2P2,0.0699767,0.0160846,0.0657527,0.0824633,0.0460978,0.0631845
HMGN3-AS1,0.617502,0.674903,0.615022,0.764045,0.896145,0.752065
ENDOG,1.95994,1.95895,1.4075,3.62511,4.45668,3.89553
SCYL2,19.5619,20.5007,19.9824,17.2408,19.4919,19.1191
NLGN1,9.93746,9.97113,10.5591,5.69586,5.25888,6.39757
RAB36,1.96022,1.87249,1.79819,1.7662,2.08972,2.02048
TRPV1,1.53317,1.39737,1.27839,2.54875,1.9229,2.32501
PBOV1,0.0290606,0,0,0,0,0.0689794
CSNK2B,119.379,96.0297,102.286,115.591,116.531,99.4718
GS1-124K5.11,10.4825,9.32647,9.68651,13.77,14.2379,12.9018
LOC105375734,0.262523,0,0,0.117332,0.355945,0
FGD4,0.59902,0.710253,0.59841,0.724458,0.896139,0.906226
MYH16,0.0147747,0.0139851,0.0138073,0.218457,0.240233,0.221602
BREA2,0.176326,0.231058,0.165451,0.182253,0.193116,0.202293
RPL13AP6,0,0,0.0720853,0,0,0.0864016
RORB,1.14165,1.07038,0.747855,1.56678,1.38126,1.13025
ATOH1,0,0,0,0.036196,0,0.0412986
UGT2B11,0,0,0,0,0,0
C4orf26,0.283095,0.19701,0.348232,0.347575,0.348356,0.166592
LIPH,1.86701,1.99577,1.64827,6.52495,6.61165,5.95674
SLC44A3,0.403349,0.283028,0.370714,0.418684,0.490856,0.525252
CCNB1IP1,19.6158,18.1121,19.8051,27.5191,30.133,26.1871
ZHX2,3.52782,3.02213,3.36358,3.14742,3.07441,3.6048
FAM161B,0.888824,0.801114,0.744801,1.36958,1.43186,1.18923
C7orf60,7.53793,8.69556,8.56538,10.8361,10.0807,12.5146
ADGRA1,0.0335951,0,0,0.00838865,0,0
KIF20A,49.728,50.4445,49.6079,29.7638,27.7313,28.2751
POU5F1,0.559054,0.396982,0.325015,0.329514,0.611264,0.448931
CLTCL1,1.11814,1.23032,1.38922,1.27505,1.42209,1.32833
TVP23B,26.3166,24.0858,27.7682,34.4965,37.9485,35.1947
ZSCAN5B,0,0,0,0,0.0195149,0.0858658
GALNT1,8.38901,7.52908,7.18618,6.18983,6.85499,6.99953
APTX,17.9158,16.1491,16.3857,17.8462,20.1788,18.1629
MAP3K1,5.12886,5.8186,5.72433,5.93413,5.89897,6.78776
PLXNA1,11.477,11.2718,11.0494,11.757,11.5644,13.1495
NFX1,14.2657,13.3489,14.081,19.7344,19.8885,19.6129
MUC22,0,0,0,0,0,0
LOC100507661,0,0,0.0699389,0.287614,0,0.37877
EIF3A,105.444,102.058,107.371,84.8856,87.3307,87.6244
CH25H,0.0403448,0,0.0379007,1.42662,1.32305,1.09096
APOL3,0.176118,0.107127,0.0779885,2.29656,2.38852,2.09448
LOC284080,0.0619862,0.0203649,0.0986088,0.0818004,0,0.0220639
STK24,19.296,17.1947,18.4112,21.3333,23.048,23.0695
LINC00941,2.70417,3.308,3.15827,3.07441,3.38555,3.82483
HDAC3,41.1124,36.3678,37.2698,45.8224,46.911,42.1094
DIO1,0,0.153689,0.231109,0.0258974,0.0303871,0.231281
TMX3,15.1876,15.9056,16.2847,12.3842,12.8029,14.1821
DMBT1,0.203137,0.150635,0.0938846,0.679119,0.849503,0.692522
TMEM203,22.4024,19.5045,21.7899,23.5131,26.6375,26.8269
GPANK1,4.47388,4.82221,4.23531,6.48883,6.04181,6.1731
PITPNM2,2.83844,3.07776,2.76656,1.67376,1.62925,1.88668
CNDP1,0,0,0,0,0,0
SLC25A29,10.5637,10.9597,11.1306,15.0907,15.3775,16.1393
ZFYVE19,6.87697,7.11666,6.42753,8.33466,8.08182,8.32698
SYNJ2BP,6.8786,6.96539,6.62749,5.10708,5.00307,6.56828
CSNK1E,24.1247,22.8376,22.1114,26.3148,25.0397,26.3871
ZHX1-C8orf76,0.428487,0.536569,0.513499,0.413811,0.572599,0.703516
INO80,12.972,12.6662,13.0921,14.0649,13.7191,14.3408
FAM183B,0.0245109,0,0,0.0750636,0.101317,0.0555192
SNRNP25,11.2508,9.97482,9.80371,9.47592,10.0302,8.33121
MFHAS1,10.1497,11.4058,10.0719,8.77091,8.79551,9.93955
POF1B,0,0,0,0.0204429,0.0201607,0
HSPA13,23.3809,24.608,25.335,19.9987,21.1092,22.6516
AKR1C3,3.54583,4.05332,4.18051,6.565,5.7402,6.16272
TMEM72,0,0,0,0.0290347,0,0
LOC101928590,0.215293,0.221175,0.0540962,0.0456238,0.135129,0.0920914
TP53I3,10.2311,10.2071,9.53252,13.0233,11.0321,11.5645
WNT6,0.0294543,0.0571848,0.15646,0,0.113792,0.0424441
ADGRB3,0.36704,0.384658,0.405067,0.476079,0.456268,0.476202
RPL32P3,1.04867,1.4179,0.956174,2.27445,1.99219,1.78
PRR34,0.0984464,0.0200985,0.0922241,0.201321,0.121666,0.137657
ATP1B4,0,0,0,0,0.0114049,0.0113467
PDE6G,0.0413358,0.0472852,0.192079,0.290202,0.24173,0.56149
HOXA7,4.3518,5.34521,4.73747,3.08554,2.91018,3.80269
OR2A20P,0,0,0,0,0,0
PARP2,17.9665,14.8182,18.1322,18.0056,19.9798,17.7434
SAMD1,18.8448,16.5878,16.9367,15.387,16.2158,15.5626
RPS18P9,1.95529,1.66817,1.94266,1.86281,1.90256,2.06762
VKORC1L1,20.2193,20.9436,20.4685,13.2164,12.5796,13.7886
COL4A2-AS1,0.106758,0.208405,0,0,0,0.107543
CDK16,31.0707,28.3295,29.3213,29.3645,28.6526,27.5562
ASB2,0.0145473,0,0.0521747,0.0153256,0.0158193,0.0350737
DBNDD2,5.81043,5.16829,5.92318,5.28086,4.80392,5.93319
LOC102724784,0,0,0,0,0.0417602,0
RNU1-1,0,0,0,0.291819,0.582518,0.299032
SYNPO,8.45213,8.86232,7.85391,7.5299,6.678,7.76185
KCNH6,0.0127627,0.0106831,0,0,0.0139229,0
RNF31,11.7889,10.8774,10.9718,20.4396,20.4284,20.4089
LINC00624,0.0567223,0.0195891,0.0551893,0.0173086,0.0344809,0.0710815
LOC101928137,0.270295,0.410855,0.73987,0.458516,0.5876,0.654882
SLC39A9,16.2028,18.8374,19.0024,14.9898,14.2981,15.3777
RBFOX1,0.0145543,0.0801855,0.0144514,0,0.0630554,0.014329
DKFZP434L187,0.079074,0.121661,0.0846682,0.0323685,0.0401222,0.142842
BUB1,45.7623,44.1022,43.8984,33.7475,35.9093,34.2765
LOC101927817,0.0207933,0.109109,0.0201984,0.0366813,0.0356416,0.057274
CYP2R1,1.70046,1.66126,2.4604,3.06414,3.42586,3.19706
PSME4,24.8869,24.9406,25.5909,23.0739,23.4389,23.1536
C2CD4C,1.25348,1.70221,1.36322,1.11648,0.927035,1.19751
AMMECR1,12.2145,12.5459,12.8882,10.3899,10.7048,11.5459
DLST,30.2929,28.3666,29.5558,33.2435,34.6536,29.8862
SDE2,10.2905,10.7164,10.6884,15.4002,14.7443,15.5812
MAGOHB,8.71568,8.0694,9.61487,9.62127,8.00974,8.54552
SMAD9,1.00504,0.935624,0.760859,0.479055,0.437418,0.630311
BRK1,104.766,103.854,105.233,119.125,113.318,112.364
BZW1,135.459,125.904,127.451,130.334,145.54,144.883
LOC101927884,0.105805,0.0528939,0.256929,0,0.14531,0.100084
TBC1D2B,8.85194,9.40962,8.90562,8.23945,8.20222,8.52695
MCAM,16.7787,15.763,15.5731,23.3694,23.1844,23.6189
FAT4,1.65894,1.79016,1.78567,1.38779,1.2545,1.39665
NUTM2A,0.38811,0.427697,0.374777,0.44985,0.44193,0.68882
SH2D7,0.0165792,0.0170944,0,0,0,0.0201312
MOGAT1,0,0,0,0,0,0
ASB18,0.0349838,0,0,0,0,0.0498356
ZNF345,1.07212,0.792473,0.724181,0.940222,0.902771,1.15925
ZBED3-AS1,0.270214,0.114127,0.375458,0.398513,0.516503,0.34512
HEY2,0.5493,0.594136,0.379573,0.94874,0.812309,0.978273
NEK6,23.5732,21.7094,22.9508,18.0501,17.8001,18.5348
TNFAIP6,0,0.0483331,0,0.165543,0.121593,0.206155
DYRK3,2.19969,1.98539,2.29999,3.06557,2.7069,2.49965
UGT2A3,0,0,0,0,0,0
PFKFB4,11.7752,11.1312,11.6866,35.0673,34.2055,32.716
PGAM2,1.67169,1.14489,1.34759,1.60797,1.53334,2.00268
SNHG16,67.9592,64.9356,67.0759,61.6852,61.1699,65.144
TSPO2,0,0,0.076683,0.0725765,0,0
TNRC18,12.7885,13.8799,12.3187,12.4819,12.2878,15.4014
NDUFA10,15.2597,14.6453,15.4486,16.1627,15.9414,14.5918
NFYC,22.3177,21.964,21.5866,25.7261,25.9483,25.9399
ABCB6,22.6846,20.1556,20.7859,20.9323,20.4355,20.8265
COPB1,56.6322,54.9319,57.9293,57.8453,62.7794,59.355
BBOX1,0.0332273,0.0381865,0,0,0.0299945,0.0326408
ZNF197,3.88448,3.34521,3.72839,4.39548,4.82479,5.31748
PPP1R3D,2.25329,1.89062,1.76853,2.91047,2.40993,3.32104
TTF2,28.7263,29.0066,29.3677,23.3392,22.6974,24.4863
ISM1,0.0628181,0.0764886,0.0586243,0.0797033,0.0326618,0.052009
TRUB2,16.6868,15.3416,15.1444,17.003,16.9524,17.6152
BRS3,0,0,0,0,0,0
GRM5,0,0,0,0,0,0
TTC12,2.45557,2.31299,2.35585,2.82458,2.5854,2.64843
