GeneName,HRP1,HRP2,HRP3,HRZV1,HRZV2,HRZV3
ZNF780A,4.21807,3.3883,3.66037,4.06795,3.11004,3.74323
SMARCE1,41.7884,45.0174,41.8217,44.7665,39.089,42.7865
LOC101927697,0.0250677,0,0,0,0,0
RBMS3-AS1,0,0,0.211874,0,0.19432,0
MARS,86.1677,69.0784,85.8014,119.256,119.504,121.997
MAGEA10,0.0954873,0,0,0,0,0
SLC16A13,2.51922,3.90932,3.3969,2.02872,1.94503,1.78483
CEP68,4.54725,3.68265,4.13028,4.5454,4.71568,4.5331
HAPLN1,1.98545,1.44444,2.34142,1.79116,2.15445,1.46033
BOP1,12.3972,13.4637,13.4727,12.1605,15.6038,12.1517
APCS,0,0,0,0,0,0
CDCA3,2.29748,3.53134,2.60619,1.19487,2.14813,1.4731
ATP1A1,84.6411,91.0594,85.7706,99.6599,91.3194,93.8771
BLOC1S5-TXNDC5,0,0.0927298,0.0619519,0,0.340274,0.115516
CXCL14,0.364884,0.163456,0.384322,0.327708,0.231749,0.401009
PRDM13,0,0.0157572,0,0,0.0540537,0.0449003
PLCB1,0.657253,0.392668,0.587778,1.5461,1.11179,1.15789
YWHAB,95.0301,99.6867,95.8267,113.434,112.037,116.715
HNRNPDL,70.7553,78.4982,72.9713,69.7008,74.9614,69.3087
NCEH1,8.05143,12.6414,8.5509,11.785,12.3037,12.4719
SIRPB2,0.0173978,0,0,0,0,0
SLC5A6,7.41482,7.24562,6.13033,8.60009,8.67749,7.83332
OR13D1,0.0768588,0,0.136096,0,0,0
SLITRK3,0.0218655,0,0,0,0,0
NANOG,0.29584,0.0384879,0.173777,0.19798,0.0797119,0.132713
CEP131,4.74906,4.72709,5.27861,3.34486,2.59581,2.46177
PLB1,0.121713,0.0614722,0.0651171,0.105825,0.11822,0.120358
C1S,13.0647,6.9153,12.2356,34.038,28.2287,25.6792
DAAM1,3.90878,3.78629,3.68157,3.80163,4.15428,3.7962
ITGB1,996.623,1075.47,998.098,726.66,737.522,718.829
CALML3-AS1,0.0573072,0.053164,0.0128404,0.0134365,0.0526831,0.0135929
PTX3,42.5378,23.5526,36.089,518.548,448.367,515.669
RNASE4,6.03735,5.3536,7.02214,2.73376,1.36046,1.4607
FBXO17,11.1214,10.3821,10.7697,11.8351,11.8901,12.7775
SLC2A2,0.0943986,0,0,0,0,0
NKX2-2,0.0424268,0,0,0,0,0
OSGEP,6.42974,6.22928,6.14194,4.99434,6.44528,5.55729
MRPL45,16.3358,18.2954,16.5677,17.4605,15.0609,18.0217
ST3GAL3,7.2335,6.34551,6.86519,5.48184,4.65271,5.11318
FASTKD2,7.02323,6.24874,6.40508,10.1037,8.92916,9.87229
STAC2,0,0.0236264,0.022673,0,0.020343,0
NTS,0.0869009,0,0,0,0,0.0430983
CHPF2,30.1838,34.9916,33.0811,14.9576,15.199,16.1353
LINC00982,0.0128619,0,0.0702239,0.0131361,0.0105969,0.144439
TNC,16.6376,17.014,16.6305,27.0848,34.6455,30.0454
EPX,0,0,0,0.0171822,0.0146132,0
TEKT2,0.113141,0.347171,0.229601,0.132086,0.0461613,0.0262743
DDX42,36.2472,37.359,37.1289,40.0128,37.2349,36.2869
ATP8B1,20.7901,21.8426,18.4188,8.88781,15.8686,9.27881
NDUFA9,24.0613,27.2561,27.2044,24.7797,24.0071,27.5878
ASNS,116.138,60.7451,106.745,151.214,159.819,157.772
LOC100130899,0.0988921,0.0136857,0.101765,0.0402964,0.0579119,0.0805309
SEMA5B,0,0,0,0,0,0
FAM181B,0.104341,0,0.0645027,0.15627,0.0878236,0.0325172
PDCD7,9.37546,7.99345,7.88827,9.03842,9.04907,8.56745
SEMA6A-AS1,0.378908,0.124072,0.229638,0.471531,0.309276,0.369418
C12orf75,59.3819,80.28,64.7304,49.2245,67.7704,55.8908
KCNQ1OT1,4.19727,1.54554,1.657,1.85062,1.59362,1.70767
HTR6,0.0168175,0.0324736,0,0.0171217,0,0.0310647
CD160,0.377405,0.218832,0.388884,0.374677,0.17714,0.190373
RNF224,0.0510567,0.0237525,0.0695003,0.0251826,0.0208044,0.0697598
HTATIP2,26.3225,23.1864,25.0912,39.3443,33.1701,39.9578
ZNF137P,0.539684,0.388819,0.724493,0.545648,0.532698,0.561774
LOC101927755,0.477098,0.333282,0.736858,1.05271,0.2763,0.439817
SUMO1P1,0.0586781,0,0,0,0,0
HIST1H4D,0,0,0.212149,0,0,0
TAPBP,70.2544,70.2307,74.3749,85.9242,85.9504,81.237
LINC01160,0.678993,0.332535,0.540027,0.527308,0.674448,0.636531
SETD4,4.85811,5.02121,5.74738,5.69823,5.19961,5.25126
SEMA6B,0.360808,0.618586,0.304991,0.125903,0.231251,0.0854324
GAL3ST3,0.378437,0.716271,0.65898,0.332348,0.398725,0.273988
TAGLN3,0.340871,0.759205,0.340241,0.348664,0.766918,0.348755
FUT1,0.565964,0.197669,0.458615,1.14115,1.59111,1.16057
SP7,0.0640555,0,0,0,0,0
ZNF816-ZNF321P,0.159663,0,0.358853,0,0,0
RPL27,338.11,355.79,378.98,343.502,319.106,344.601
LOC101928525,0.155494,0.148784,0.140829,0,0.0852046,0.0949532
C10orf88,4.90045,5.55875,4.96885,4.64589,5.30936,4.6664
THOC5,16.4019,15.8093,17.6319,12.2878,12.1133,12.4595
SAR1B,5.63415,6.48506,5.48694,6.5158,5.46302,6.41708
UBA1,89.1579,100.176,93.6904,83.4103,86.5406,87.1076
FUT9,0.27313,0.201751,0.151601,0.0957969,0.0957545,0.0641676
TAS2R16,0.0672258,0,0,0,0,0
NAPA-AS1,0.798262,0.685149,0.541412,0.101295,0.163508,0.561259
GUSBP3,3.33651,3.00835,2.67146,2.51605,1.61377,2.37029
KLF17,0.015456,0.0147709,0.013938,0,0,0
SNHG24,0.594617,0.87151,0.792549,0.406876,0.667802,0.145232
SLC38A6,18.9106,16.998,19.5112,17.0563,11.5087,13.2361
LDLRAD2,0.174281,0.262318,0.235639,0.0628364,0.081495,0.0343236
TRIT1,7.32757,6.77946,7.41662,7.62887,8.94054,7.03798
CACNA1F,0,0,0,0.00872131,0.00739395,0.0163064
ARL14EP,13.7934,11.5062,13.4114,14.1628,13.365,13.4793
PPM1L,0.699733,0.84702,0.694673,1.08896,0.68863,0.995204
FOXH1,0.248267,0.355246,0.385787,0.567802,0.20202,0.240236
DAP,65.9171,72.0042,71.5973,42.7774,47.3118,46.9994
HSPBP1,10.8305,12.6529,13.3643,10.1921,11.3278,10.2235
LINC00906,0,0,0,0,0,0.015423
NDUFA11,65.5464,70.4861,74.4729,58.585,59.7242,58.7662
PACSIN2,30.2636,33.6255,31.4994,32.6636,33.9446,31.8745
VTA1,16.951,19.3288,17.5504,20.8672,18.5929,19.5972
PKN2-AS1,0.0828853,0.0133062,0.0369995,0.193846,0.179493,0.0940031
MYEF2,19.1712,16.1264,18.6113,17.2472,17.3205,15.4652
LOC100128573,0,0,0.441173,0.234954,0.50295,0.47386
NINJ2,0.285134,0.412905,0.290896,0.102907,0.111893,0.218984
CFAP58-AS1,0.367529,0,0.140068,0.296065,0.303903,0.811293
GRIN2A,0.0535927,0,0.0152481,0,0,0
VWA1,5.48049,4.35963,6.07699,2.20675,2.38405,2.31392
DLEU1,2.34112,1.97307,1.76744,2.42517,1.69557,2.02331
KTN1,67.1935,68.2484,67.4435,74.7555,74.702,73.3578
ZNF493,2.38197,2.04416,2.00799,2.63481,1.67704,2.23238
KRTAP2-2,0.0593719,0.0379046,0.0641456,0,0,0
SULT1C2P1,0.0488096,0.0232462,0,0.13073,0.0786491,0.0461752
CCZ1,35.1887,32.6802,37.0399,36.9211,35.4625,35.6778
SYT14,1.8603,1.54695,1.41437,4.76771,3.12016,4.25589
COX17,10.1555,12.5854,12.6454,12.8512,10.5232,9.57037
LOC101929473,0.0968182,0,0,0,0,0
ISG20L2,8.12385,8.35741,8.40355,10.6286,10.5268,11.2775
TTLL4,3.51148,3.95305,3.7279,4.11989,4.00982,3.90221
LOC100505530,0.0385443,0,0,0,0,0
LRPAP1,10.1171,11.6725,10.8477,8.81926,8.68142,8.87243
MRGPRX4,0.22671,0,0,0,0,0
KCNMA1,10.2473,12.2613,11.1605,22.5781,21.5769,26.3969
SEMA6A,0.342747,0.298809,0.39585,0.439295,0.343321,0.377113
XXYLT1,12.3331,13.3372,12.7249,10.4318,9.82569,8.14772
ALDH8A1,0.472466,0.384036,0.279488,0.421628,0.808991,0.449416
SLC25A51,5.20514,4.84701,4.70083,5.35397,4.68657,5.95163
XKR8,4.59932,5.25192,4.13424,3.14043,3.11053,3.54038
RAD54B,1.94227,3.55227,2.06144,2.45751,2.60908,2.48257
GLYATL2,0.300948,0.460887,0.36572,0.164533,0.0606982,0.294844
KCTD1,6.22165,6.47201,6.19056,8.8546,8.55646,7.75318
CIRBP,101.805,76.7088,95.9577,93.9521,85.4101,84.2107
POU5F1P4,0.0412961,0,0,0,0,0
CCT5,53.3259,62.2043,56.0687,63.0382,72.0821,71.8937
F13A1,0.214562,0.145431,0.0564186,0.461318,0.37924,0.616112
PRPF8,38.5261,40.4345,37.9307,36.2849,32.0738,35.244
ZNF300P1,0.613817,0.554444,0.934494,0.654003,1.00243,0.835388
LINC01017,0.0983942,0,0,0,0,0
DNAH8,0.00383306,0.00745819,0.00340534,0.0137987,0.00312197,0
OR52L1,0.057376,0,0,0,0,0
AKAP8,7.68628,7.81005,7.66835,6.53721,6.58142,6.3527
CCDC42B,0.0417161,0,0.0381815,0,0,0
OPA1-AS1,0,0,0,0,0,0.123341
SNUPN,7.36286,7.74359,6.93495,9.71142,7.94095,8.45919
ADGRF4,1.00753,0.849769,0.724578,2.5844,2.16298,2.6892
LOC102477328,0.0801273,0,0,0,0,0
NGEF,0.093915,0.149103,0.0998618,0.531493,0.552763,0.634656
NME8,0,0,0.0394247,0,0,0
B4GALNT3,0.30351,0.340219,0.300317,0.289599,0.36859,0.317572
CD151,209.204,218.75,215.887,162.292,213.813,195.047
GFRA3,0.0217485,0.0415076,0,0,0.0178008,0.0805473
TSHR,0.0717847,0.116946,0.10638,0.166821,0.121713,0.107754
LINC01116,5.30488,6.55022,6.32583,6.91371,7.92046,7.12009
XAF1,13.8342,7.90316,12.5785,144.917,148.029,135.669
LINC01278,4.91066,3.6278,4.80141,5.22884,5.1807,5.5681
MLLT10,12.8211,12.6093,12.9456,17.1494,15.6979,15.584
PELI3,2.02857,2.05864,2.03637,1.08531,1.1569,1.12999
RBMS3,7.04702,6.01286,7.259,7.4517,9.05672,6.8526
LOC100996286,0.0272059,0,0,0,0,0
MROH9,0,0,0,0,0,0
ZDHHC18,7.39193,8.15295,8.2012,5.70969,6.55994,6.19842
KCNK1,4.6889,5.23985,5.69604,4.44085,3.27935,3.60916
DLEC1,0.0500907,0.0318253,0.0225633,0.0303103,0.027329,0.0389445
DMBT1,0.0364051,0.00696393,0,0.00698661,0.0150542,0.0349897
MFAP3L,1.58755,1.47686,1.46242,3.23328,2.17695,3.22421
ZNF500,2.71263,2.33542,3.02772,2.4274,2.70182,2.62616
ERVH48-1,0.106804,0.0340697,0.031962,0.0810443,0.0144575,0.0339497
MIR762HG,1.02045,0.716348,0.546735,0.917504,1.31292,1.58133
COX7B2,0.237655,0,0,0,0,0
SFXN5,2.44568,2.95492,2.31899,2.20584,1.98831,2.26511
ZNF606,2.53096,1.79995,2.05182,2.47994,1.8178,1.66178
C18orf65,0.252861,0.136988,0.101148,0.18556,0.22998,0.191117
HMP19,0.0196555,0,0.0176801,0,0,0.0369066
LINC00550,0.0903294,0,0,0,0.00925039,0
SECTM1,0.364537,0.417915,0.315692,2.32141,1.5511,2.42897
ARL17B,0.501787,1.05255,1.13567,1.69325,1.16915,0.688971
STRN4,28.0453,26.6724,29.5113,33.7717,39.0065,36.7127
MYBPH,0.0398478,0.0186485,0,0,0,0
SSPN,8.46109,5.63248,8.13684,10.1077,8.42317,8.69242
C4orf19,0.0574522,0,0.141499,0.104253,0.0349338,0
SARAF,73.9675,73.7123,73.4124,58.9088,55.1959,54.5667
PIAS4,6.19433,5.45255,6.0165,4.89413,6.02822,5.48066
NTRK3,0.0578324,0.0332064,0.0559891,0.0214583,0.249997,0.136255
MYBPHL,0,0,0,0,0,0
TCTEX1D1,0.131958,0.3247,0.0586179,0.0304151,0,0.100886
CPSF4L,0.0808024,0,0,0.0818996,0.0664139,0.0775587
CP,0.246255,0.346442,0.283878,0.315891,0.239026,0.180075
CASC15,1.07825,0.797325,1.44889,1.97749,1.97881,1.63251
ZNF274,5.05617,5.14977,6.42941,11.6413,13.3374,12.6851
LOC400043,5.04961,4.72208,4.17932,5.27792,4.87968,5.97176
DCP1A,5.20828,5.09123,5.18231,6.90276,6.97619,7.1323
PMPCB,13.6055,13.6086,14.3146,14.0661,12.4781,13.2887
C14orf178,0.158308,0.0742013,0.0716008,0,0,0.0755656
AMH,0.255882,0.154207,0.472994,0.449103,0.267815,0.498389
SLC35A2,14.8333,15.1941,16.1324,12.4925,13.4458,13.3906
PLA1A,0.445982,0.564714,0.73891,2.02839,1.81741,2.2302
MYLIP,4.03576,3.7795,4.25666,2.89879,2.86878,2.6271
TCF7L2,9.4516,7.12953,8.2834,14.4627,13.9365,14.1045
DEGS1,67.867,69.7688,67.276,50.432,49.6013,47.4405
TAS2R43,0,0.023298,0,0,0,0
HIST1H2AB,0,0,0,0,0,0
NAA20,36.817,35.798,32.9185,36.6161,34.9519,37.025
ALOX12B,0,0,0.018014,0,0.0163449,0.0369137
ADAM21P1,0.150611,0,0,0,0.0120012,0
GRPEL2,9.75061,8.12875,8.88858,10.3022,11.6439,9.88653
HMGCS1,54.9754,84.9136,59.9385,18.1884,17.9817,17.4429
LOC102724084,0,0,0,0,0.0877849,0
PHLDA1,42.0607,36.8234,39.5871,103.24,115.422,111.973
ANO8,4.86148,5.21969,4.98732,2.97176,2.50071,2.56237
LINC00929,0.0398243,0,0,0,0,0
GOLGA6L3,1.54484,1.16606,1.48142,1.03567,1.20624,1.32411
ZNF585A,4.04448,5.34518,5.86898,8.84566,7.11542,8.43036
CLEC2B,0.939102,0.386949,0.861639,1.6841,0.791101,1.31063
PPP1R3A,0.0366817,0,0,0,0,0
IPO8,12.7477,13.1555,12.8334,12.3501,10.9316,11.5548
LOC101928335,0,0,0,0.0203374,0.0354096,0
CIAO1,16.2215,15.7054,15.3478,16.5569,14.9498,16.5234
ZNF471,2.71741,2.01508,2.42033,2.37014,1.75756,1.99051
PLCD4,0.47386,0.394709,0.576686,0.836107,0.58522,0.764209
TOR1B,10.9532,11.6118,9.95625,11.3087,9.72534,12.1274
BBIP1,10.0087,10.1811,9.81204,11.3899,10.7868,10.2703
KIR3DL1,0.0418051,0,0,0,0,0
MLKL,4.09141,6.61226,4.97556,8.50007,6.86307,7.90172
ZNF649,2.83684,2.05797,2.1784,2.89765,2.64216,3.01587
LOC101928865,0.170713,0.0986042,0,0.216328,0.276203,0.236589
PRNCR1,0.233845,0.0716413,0.0825117,0.0736094,0.0676577,0.067748
SNRPD1,22.3351,28.6924,25.6655,32.3163,33.5715,36.7153
MC2R,0.119217,0,0,0.0132635,0,0
ACO1,25.7514,28.9272,24.2985,12.126,12.2162,12.251
HK2,2.03308,2.9873,1.85714,3.97862,4.82822,3.77275
TPTE2,0.156449,0.0524664,0.0234738,0.350015,0.247835,0.307977
WDR46,11.9058,12.5535,12.9498,13.4089,15.5299,13.7255
GTF2F1,28.1054,27.5899,28.8627,26.224,26.5314,26.1979
UBXN7,9.50409,8.13698,8.50781,13.0917,10.2389,11.3319
C6orf47,6.65104,6.89312,7.08563,5.73805,5.68212,5.40093
BEST2,0,0,0,0.228069,0.0784752,0.0294762
PLEKHD1,0,0.0262636,0,0.0258805,0.06745,0
ESYT3,0.175492,0.178688,0.118059,0.286049,0.169568,0.15532
SLC16A8,0.6732,0.0953638,0.354908,0.811541,0.528846,0.453307
PRRC2C,26.3344,26.1277,24.6077,37.1591,32.753,33.2817
CRTC3-AS1,0.0752493,0.146301,0,0.285575,0,0.073437
KDM5A,8.32225,7.415,7.43635,8.97956,7.44547,8.0033
GABARAPL2,40.7328,45.9575,48.1971,32.8609,26.1508,30.8501
ICE2,8.34379,7.46942,7.86703,10.0985,9.41031,9.77314
GPR89B,8.08248,8.52613,7.91853,8.90452,8.22344,8.40029
SAMSN1,0.0304624,0.0408421,0,0,0.0197688,0
NPM3,17.3359,18.218,15.5912,14.4058,18.0578,16.5149
SERPINB12,0.0584007,0,0,0,0,0
DAOA-AS1,0.053324,0,0,0,0,0
ATP5J2,76.5141,92.7876,88.6295,54.0307,53.3495,53.0515
CECR5,7.68498,7.90379,7.40193,8.97444,9.28137,10.3544
LGALS8,13.7821,12.4532,12.7121,12.9162,11.6104,10.7814
JAG2,0.858802,0.788284,1.05149,0.751799,0.591294,0.748466
ISOC2,17.9385,19.4155,19.6373,16.4162,16.4039,15.9871
CYP21A1P,0.158349,0.0783549,0.0179424,0.108984,0.0493856,0.1624
BCAS1,0.010913,0,0,0,0,0
SNORD10,0,0,3320.55,1246.91,0,0
RPL18A,609.43,677.244,703.889,534.886,607.874,631.106
ACTA1,0.3026,0.284239,0.124365,0.0540261,0.222282,0.0751598
RTCB,32.2423,35.1932,31.4762,27.4098,24.257,26.4981
SP6,0.340074,0.478362,0.321179,0.214777,0.360043,0.264586
TBC1D3C,1.06998,1.17842,1.48764,1.32323,1.43028,2.49023
ADAMTS9,1.46798,1.09745,1.09858,3.67437,4.09561,3.57606
EPHB3,0.130856,0.0913127,0.118808,0.165132,0.0878825,0.109963
SLK,12.5823,12.3577,12.2636,15.3604,14.8806,14.997
BAK1,8.2599,9.83268,9.58957,13.8403,15.5431,16.3263
LLPH,19.6769,21.0998,19.5583,22.1174,21.8594,24.3538
VPS53,5.54982,6.61278,5.68236,4.3281,4.14998,4.25943
VAMP3,92.4369,91.8677,91.5769,81.9759,70.1016,80.342
AKT1,43.4403,50.1264,46.793,39.7982,42.2961,40.7848
PGM5P3-AS1,0.101744,0.211424,0.854338,0.204445,0,0
ANKRD6,1.17184,1.16408,1.19329,1.46013,0.832199,1.13154
HTR7,0.522402,0.941784,0.660682,0.646083,0.466364,0.771006
CYP4V2,2.29458,1.80079,2.39639,8.09058,5.55611,7.60858
FAS-AS1,0.0761641,0.037182,0,0,0,0
CR1,0.0212399,0,0.0116093,0,0.0191021,0
NIM1K,0.157311,0.0378755,0.0355326,0.0745948,0.0257221,0.0446669
EIF1AD,5.67248,6.35538,5.5809,6.43365,6.10066,7.24547
MAP1B,25.5395,23.5147,23.3041,40.9245,39.7723,38.4935
IQGAP2,2.20984,1.32484,2.14137,0.642599,0.711168,0.455453
FER1L5,0,0.0114679,0.0271583,0.0281617,0.0245782,0.0280246
ZC2HC1A,12.4216,11.4557,12.8365,14.1713,14.1028,11.3459
GPHA2,0,0,0.0740401,0.0781899,0,0.155161
ST8SIA6-AS1,0,0,0,0,0,0
CYB5A,17.4664,20.3856,17.6884,14.5973,15.0643,11.2098
TNPO3,18.7251,19.9299,17.8536,28.286,23.0784,26.0115
NPBWR1,0.064392,0.0623877,0,0,0.107631,0
C3orf20,0,0,0,0.0140253,0.0199283,0.0114309
MUC19,0.0310892,0.00463196,0.0072819,0.00581583,0.0106021,0
P4HA2-AS1,1.81884,2.18853,1.4981,1.62638,1.31617,2.17871
RTP5,0.0304058,0,0,0,0,0
SORBS1,0.824219,0.719673,0.859402,0.553951,0.476927,0.452472
CSNK1E,43.2937,45.1988,45.3201,47.8775,57.0445,51.4134
CYP11B1,0.0560938,0,0,0,0,0
ALPL,2.81109,2.26065,2.57569,1.02141,1.62379,1.50509
STX5,18.2401,20.8013,19.5618,17.9411,20.6892,19.1576
RNF111,7.46178,6.81427,6.12097,8.58136,8.16953,8.02032
LINC01226,0.061326,0,0,0,0,0
CTD-2297D10.2,0.143256,0.102401,0.0965002,0.0348276,0.116252,0
PRDM12,0.0199757,0,0.0182708,0.0407686,0,0
COL10A1,0.110461,0,0.049558,0.0125634,0.0111708,0.0130374
LRRCC1,4.85101,4.036,5.03911,8.01141,6.83176,6.50365
C1orf95,0.0487404,0.0349924,0.0163239,0.00580917,0.0049452,0
ELAVL1,12.2271,14.3145,13.3847,13.3871,14.5158,14.4223
PKD1P1,55.1478,42.2975,54.3981,73.5081,83.6101,78.3549
CALML4,2.11364,1.49845,1.70981,2.11061,1.80431,1.66902
DRG1,18.897,21.9527,19.621,21.8612,18.9477,19.3147
GALNT3,27.6224,29.3381,26.3174,18.7378,19.0691,18.4778
ZNF100,1.96952,1.66997,1.66288,2.43821,1.8612,1.88651
PRR23C,0.0429423,0,0,0,0,0
BCAR1,42.7701,44.5613,45.7601,24.2407,41.0562,27.5139
F10,0.224742,0.132666,0.254011,0.0789976,0.160011,0.0259902
MYO3A,0.0625962,0.0226265,0.0623703,0.0069738,0.0380697,0.0533717
ONECUT2,0.094258,0.0360693,0.0150338,0.0428735,0.0110062,0.0164952
C17orf82,0,0,0,0.0429385,0.132446,0.0726374
ATPAF1,12.2034,10.2615,10.8696,13.4902,11.7894,12.7893
LINC00342,14.0411,11.0239,11.9624,10.3915,7.39222,8.9147
SPATS2L,25.4121,26.3841,24.125,35.2534,42.0198,35.6244
GABRD,0.0269062,0,0,0,0,0
SETDB1,8.54086,8.19775,8.85054,9.29944,9.29856,10.1365
C9orf172,0.736724,0.598046,0.738213,0.385401,0.857392,0.681265
IFI16,58.5418,46.8226,58.7497,125.728,107.809,116.807
ABR,21.2464,24.1007,22.2829,25.8736,25.713,27.225
ZNF286B,0.931022,0.834578,0.900297,0.843377,0.887214,0.936999
PAK2,28.2501,29.2089,26.8311,32.2642,32.7934,34.1703
SPTLC3,2.36139,1.87933,2.23378,3.13607,2.46476,2.81872
ABCA10,0.57049,0.558177,0.422935,0.322446,0.406484,0.358359
EBF3,0.0238418,0,0,0.0882395,0.0194659,0.0794604
ZNF697,5.92849,4.9532,6.10365,8.54409,8.66027,7.89044
SLC6A17,0.00760104,0.00728147,0.0136546,0.0073563,0,0.0140918
LGI3,0.0828945,0.0660211,0.100289,0.0408816,0.056565,0.0252208
KAT7,10.1008,9.15372,10.0308,11.6683,10.3334,11.6695
M1AP,0.345427,0.158554,0.19667,0.15341,0.153072,0.152379
AKR1C1,0.958657,0.533188,0.559332,0.374943,0.657362,0.717168
PDCL3P4,0.526911,0.254481,0.612257,0.439134,0.389176,0.625141
DDX43,0.572012,0.276111,0.651292,0.87468,0.778524,0.68503
KLF13,16.4822,13.855,15.7244,33.6536,28.8103,32.0811
QDPR,14.8571,18.1214,14.2022,16.6939,15.6948,19.3315
ACYP1,2.05818,1.89531,1.81301,1.76154,1.29584,1.38295
SYT13,0.695852,0.774763,0.953508,0.465773,0.520382,0.71326
KRT83,0.027372,0,0,0,0.0225913,0.0256751
GINM1,28.4215,26.6025,31.7597,38.5881,27.1635,32.5772
USP3-AS1,0.536828,0.457064,0.388932,0.501716,0.493913,0.686886
TPRG1-AS1,0.0763628,0,0,0.0718362,0.0630191,0.150028
TRIM39-RPP21,0.170445,0.280891,0.218959,0.278848,0.117389,0.508947
SLC25A13,14.9801,14.9073,14.5959,20.1326,19.8406,20.7049
SLC4A11,2.63204,2.68343,2.80501,4.60676,3.8348,4.26745
CCNG1,69.3515,75.883,68.607,45.7163,35.5487,38.0759
MAGEA9,0.0583374,0,0,0,0,0
HNF1B,7.51239,8.52924,8.33874,7.51386,8.44819,7.32735
SUCO,12.0321,13.4179,12.9058,15.5415,14.6713,14.7908
TTPAL,6.14465,5.61652,5.78006,6.89301,7.45928,7.4101
SETBP1,1.31736,0.645234,0.984393,1.45029,1.07744,0.94527
ERP44,15.9721,16.4938,16.0295,21.8032,18.4003,21.4841
SNX21,5.88697,4.89128,6.17459,4.58212,5.00348,4.14015
C1orf53,0.741079,1.29504,1.27196,0.813618,1.44785,0.426644
GOLGA6L17P,0.72429,0.482135,0.763082,0.395939,0.38919,0.556733
MTX3,6.76374,6.39898,6.91458,8.26183,6.89202,7.80089
SERTAD1,4.48358,6.22898,5.83165,4.45705,7.67394,7.2374
PTPRM,27.086,24.0806,25.5713,31.7112,25.6217,29.5136
CASP2,9.12572,10.7458,10.1658,10.3336,8.53343,10.4675
MVB12A,16.1115,20.8629,18.0335,13.8466,14.3039,14.3784
MGLL,20.7457,20.4435,21.7333,27.381,40.5425,33.3756
CD40,7.52484,8.74298,7.27077,11.8906,11.5174,14.1341
SLC9C1,0.0157648,0.0932277,0.0416479,0.155424,0.192247,0.112188
SFR1,2.57718,2.64473,3.74191,3.54802,2.49263,3.05217
TRABD2B,0.365486,0.226307,0.335335,0.402909,0.466101,0.415507
ITGA7,1.23702,1.41981,1.69532,1.02147,1.36032,1.06545
GJA3,0.343269,0.369779,0.488233,0.555791,0.493973,0.715362
STARD5,1.04534,0.4899,1.04085,0.525616,0.499337,0.546628
NOL6,9.17742,10.1803,9.06707,11.554,13.5537,12.4108
RPTOR,7.48819,6.66607,6.79515,8.30785,8.89635,7.9712
NBPF1,9.40188,8.06144,9.06355,13.5292,12.299,13.1617
PSME2,47.8093,48.8678,49.1042,127.404,110.729,137.014
OR51I1,0,0.0721935,0,0,0,0
LINC01581,0.0170735,0,0,0,0,0
ELMO1,0.109727,0.100685,0.0569005,0.0576309,0.054083,0.00768556
LOC102723854,0.0426574,0,0,0,0,0
ANAPC11,19.2532,25.8952,22.9318,14.5201,12.7266,15.2713
LOC100289656,0,0.0405342,0.0371686,0,0.0337827,0.151937
PI4KAP2,5.48162,6.00169,6.39,6.91952,6.3809,7.05665
ZCWPW1,0.902287,0.501948,0.563143,1.88273,0.898783,1.25184
PLK4,1.85821,3.25265,2.25436,2.2271,2.40729,2.56839
RAB40AL,0.233927,0.166767,0.208358,0.291158,0.148444,0.491709
LOC101927124,0.313249,0.172533,0.358527,0.206608,0.0728076,0.12913
AHI1,5.21488,4.56339,4.89586,6.47939,4.97804,6.07244
LINC00202-2,0.215326,0.0283241,0.0173672,0.0368224,0.0158384,0.0282838
LOC101060553,0.0417119,0.0270716,0,0.025319,0.0226281,0.0137147
CD2BP2,14.7227,14.5549,15.2036,12.1231,11.9311,12.3394
PRRX2,0.0764633,0.185185,0.213455,0.803152,0.352923,0.95723
FRMD8,12.1724,11.3801,12.3406,10.0519,10.3379,9.88451
TRIM7,1.31233,1.96944,1.77477,2.99235,2.06585,3.25142
SLIT2-IT1,0,0,0,0,0,0
PLXDC1,0.0979849,0.0432859,0.0610046,0.00702131,0.0306507,0.00706558
MOK,2.18373,2.69213,2.69627,1.25051,0.960002,1.54002
ALG13,11.4062,10.2963,12.3236,14.9283,14.3366,14.0476
EVI5,8.50804,9.28935,8.0596,5.41122,4.76173,4.76524
SMG1P5,4.24031,3.40463,3.38475,2.96753,3.38792,4.04404
IL27RA,3.13948,3.33888,2.70711,3.15272,3.85091,3.7598
KNCN,0.0505164,0.0161642,0,0,0,0
CNKSR1,0.679605,0.555557,0.370442,0.465712,0.748485,0.603667
MPDZ,10.4874,9.75065,10.271,7.34239,6.81405,6.5772
DOK7,0.771293,0.414314,0.647536,0.548475,1.0972,0.683275
LINC01480,0,0,0,0,0,0
HCG23,0,0,0,0,0,0
M6PR,53.032,55.4808,50.9371,61.6706,58.7387,64.6824
PPP2R5B,7.40178,9.05767,7.67918,5.39813,5.61109,5.42993
TAF4,3.48015,3.87954,3.6706,3.86602,3.51294,3.42644
FGF3,0.0384534,0,0.0702706,0,0,0
NRBP1,45.1261,50.6111,45.0146,46.3302,45.2334,46.3895
GPX8,65.3307,59.8906,64.8362,55.9912,43.2897,49.9147
TEKT3,0.0464994,0.0882697,0.104738,0.041565,0.0946722,0.0442228
EPO,0,0.0321042,0,0,0.0274449,0
SLC2A6,8.7825,10.7317,10.0578,4.62009,7.68298,6.21329
